A-7777283,Source1,3,2019-08-22 17:22:12,2019-08-22 17:51:37,38.56068,-121.46329,38.560294,-121.458133,0.28,Between 34th St and 59th St - Accident. Two lanes blocked., Stockton Blvd,Sacramento,Sacramento,CA,95816-6646,US,US/Pacific,KSAC,2019-08-22 16:53:00,98.0,98.0,24.0,29.64,10.0,NW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777284,Source1,2,2019-08-22 17:22:12,2019-08-22 17:51:37,38.661616,-121.536468,38.659481,-121.53531,0.16,At Del Paso Rd/Exit 525A - Accident.,CA-16 E,Sacramento,Sacramento,CA,95835,US,US/Pacific,KSMF,2019-08-22 16:53:00,96.0,96.0,25.0,29.62,9.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777285,Source1,2,2019-08-22 17:16:12,2019-08-22 17:45:05,37.791589,-122.18111,37.78714,-122.18062,0.309,At I-580 - Accident. Lane blocked.,Warren Fwy S,Oakland,Alameda,CA,94619,US,US/Pacific,KOAK,2019-08-22 16:53:00,76.0,76.0,58.0,29.73,10.0,WNW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777286,Source1,2,2019-08-22 17:30:27,2019-08-22 17:58:50,37.57371,-122.26222,37.616614,-122.155952,6.529,At San Mateo Bridge - Accident. Lane blocked.,CA-92 E,San Mateo,San Mateo,CA,94404,US,US/Pacific,KSQL,2019-08-22 17:47:00,79.0,79.0,51.0,29.71,10.0,WNW,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777287,Source1,2,2019-08-22 16:55:13,2019-08-22 17:23:49,37.8459,-122.24781000000002,37.84985,-122.23986,0.512,At Broadway - Accident. Lane blocked.,Grove Shafter Fwy E,Oakland,Alameda,CA,94618,US,US/Pacific,KOAK,2019-08-22 16:53:00,76.0,76.0,58.0,29.73,10.0,WNW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777288,Source1,4,2019-08-22 21:58:46,2019-08-22 22:26:11,41.093639,-122.346481,41.073452,-122.357109,1.501,Closed at Sims Rd/Exit 718 - Road closed due to accident.,I-5 S,Castella,Shasta,CA,96017,US,US/Pacific,KMHS,2019-08-22 21:56:00,69.0,69.0,45.0,26.32,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7777289,Source1,2,2019-08-22 17:49:55,2019-08-22 18:19:01,37.36102800000001,-121.842019,37.35275,-121.83805,0.612,At Capitol Expy - Accident. Lane blocked.,I-680 S,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2019-08-22 17:47:00,88.0,88.0,43.0,29.57,10.0,NW,10.0,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777290,Source1,2,2019-08-22 17:49:55,2019-08-22 18:19:01,37.80811,-122.36719,37.80771,-122.36764,0.037000000000000005,At Treasure Island Rd - Accident. Lane blocked.,I-80 W,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2019-08-22 17:53:00,73.0,73.0,61.0,29.73,10.0,WNW,17.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777291,Source1,2,2019-08-22 18:55:05,2019-08-22 19:24:08,39.20328,-121.16888,39.20328,-121.16951,0.034,At Rough and Ready Rd - Accident. Lane blocked.,State Highway 20,Penn Valley,Nevada,CA,95946,US,US/Pacific,KGOO,2019-08-22 18:55:00,82.0,82.0,39.0,26.61,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777292,Source1,2,2019-08-22 18:55:05,2019-08-22 19:24:08,39.20328,-121.16951,39.20328,-121.16888,0.034,At Rough and Ready Rd - Accident. Lane blocked.,Penn Valley Dr,Penn Valley,Nevada,CA,95946,US,US/Pacific,KGOO,2019-08-22 18:55:00,82.0,82.0,39.0,26.61,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7777293,Source1,3,2019-08-22 17:12:27,2019-08-22 17:41:39,37.822183,-121.291833,37.815711,-121.294345,0.468,At Louise Ave - Overturned vehicle. Danger.,I-5 S,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,2019-08-22 16:55:00,97.0,97.0,26.0,29.63,10.0,NW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777294,Source1,2,2019-08-22 18:23:31,2019-08-22 18:52:02,37.860468,-122.032829,37.855155,-122.029632,0.406,At Stone Valley Rd - Accident. Lane blocked.,I-680 S,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,2019-08-22 18:53:00,91.0,91.0,28.0,29.62,10.0,SW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777295,Source1,3,2019-08-22 17:28:57,2019-08-22 17:58:33,38.15516,-121.67645,38.156686,-121.67946299999998,0.195,At Helen Madere Memorial Brg - Accident. in the right lane., State Highway 160,Isleton,Sacramento,CA,95641-9792,US,US/Pacific,KSUU,2019-08-22 16:58:00,99.0,99.0,28.0,29.61,10.0,WSW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7777296,Source1,3,2019-08-22 17:28:57,2019-08-22 17:58:33,38.156686,-121.67946299999998,38.15516,-121.67645,0.195,At Terminous Rd - Accident. in the right lane., State Highway 12,Isleton,Sacramento,CA,95641-9602,US,US/Pacific,KSUU,2019-08-22 16:58:00,99.0,99.0,28.0,29.61,10.0,WSW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777297,Source1,2,2019-08-22 19:17:31,2019-08-22 19:46:51,41.252863,-122.09703799999998,41.25416,-122.07501,1.148,At Pilgrim Creek Rd/NF-13 - Accident. Lane blocked.,State Route 89,McCloud,Siskiyou,CA,96057,US,US/Pacific,KMHS,2019-08-22 18:56:00,75.0,75.0,28.0,26.29,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777298,Source1,4,2019-08-22 00:48:16,2019-08-22 01:17:24,33.84032,-117.83273,33.84711,-117.83171000000002,0.473,Ramp to CA-55/Costa Mesa Fwy - Accident.,CA-55 N,Orange,Orange,CA,92865,US,US/Pacific,KFUL,2019-08-22 00:53:00,70.0,70.0,78.0,29.65,10.0,SSE,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7777299,Source1,3,2019-08-22 08:56:32,2019-08-22 09:24:26,33.9137,-118.12041,33.913270000000004,-118.12979,0.539,At Bellflower Blvd - Accident. Left lane blocked. Carpool lane blocked.,I-105 W,Downey,Los Angeles,CA,90242,US,US/Pacific,KLGB,2019-08-22 08:53:00,71.0,71.0,70.0,29.74,10.0,S,9.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777300,Source1,2,2019-08-22 13:44:14,2019-08-22 14:13:53,33.97867,-118.07803,33.96835,-118.08288,0.765,At Washington Blvd/Slauson Ave - Accident. Lane blocked.,I-605 S,Whittier,Los Angeles,CA,90606,US,US/Pacific,KEMT,2019-08-22 13:53:00,80.0,80.0,50.0,29.67,9.0,VAR,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777301,Source1,2,2019-08-22 13:42:45,2019-08-22 14:11:32,34.121590000000005,-117.91081,34.123929,-117.913509,0.223,Between CA-39/Azusa Ave and Vernon Ave - Accident. in the right lane.,Foothill Fwy W,Azusa,Los Angeles,CA,91702,US,US/Pacific,KEMT,2019-08-22 13:53:00,80.0,80.0,50.0,29.67,9.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777302,Source1,2,2019-08-22 15:01:34,2019-08-22 15:31:27,34.1486,-118.07299,34.14826,-118.07557,0.149,Between Michillinda Ave and Rosemead Blvd - Accident. Lane blocked.,Foothill Fwy W,Pasadena,Los Angeles,CA,91107,US,US/Pacific,KMWS,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777303,Source1,2,2019-08-22 13:54:47,2019-08-22 14:23:35,33.497968,-117.149719,33.484682,-117.142393,1.01,At CA-79/Old Town Front St/Exit 58 - Accident. Lane blocked.,CA-79 S,Temecula,Riverside,CA,92590,US,US/Pacific,KF70,2019-08-22 13:55:00,88.0,88.0,25.0,28.36,10.0,SSW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777304,Source1,2,2019-08-22 16:21:33,2019-08-22 16:50:03,36.57041,-121.76187,36.570211,-121.759137,0.152,At CR-G20/Laureles Grade Rd - Accident. Lane blocked.,B Rd,Salinas,Monterey,CA,93908,US,US/Pacific,KSNS,2019-08-22 16:07:00,66.0,66.0,75.0,29.7,10.0,WNW,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-7777305,Source1,2,2019-08-22 15:09:46,2019-08-22 15:38:08,33.859790000000004,-118.03612,33.86315,-118.04432,0.525,Between Orangethorpe Ave and Carmenita Rd - Accident. Lane blocked.,Artesia Fwy W,La Palma,Orange,CA,90623,US,US/Pacific,KSLI,2019-08-22 14:58:00,75.0,75.0,50.0,29.72,6.0,SSW,12.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777306,Source1,3,2019-08-22 16:18:33,2019-08-22 16:47:25,32.728844,-117.155088,32.732587,-117.154818,0.259,At Quince St - Accident. Lane blocked.,CA-163 N,San Diego,San Diego,CA,92101,US,US/Pacific,KSAN,2019-08-22 15:51:00,70.0,70.0,71.0,29.78,10.0,S,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777307,Source1,2,2019-08-22 15:08:17,2019-08-22 15:37:49,34.131846,-118.350366,34.12836,-118.34672,0.319,At Barham Blvd - Accident. Lane blocked.,Hollywood Fwy S,Los Angeles,Los Angeles,CA,90068,US,US/Pacific,KBUR,2019-08-22 14:53:00,84.0,84.0,46.0,28.93,10.0,S,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777308,Source1,3,2019-08-22 16:06:38,2019-08-22 16:35:19,34.030840000000005,-118.03145,34.02583,-118.04028999999998,0.613,Between CA-60/Pomona Fwy and Peck Rd - Accident.,San Gabriel River Fwy S,Whittier,Los Angeles,CA,90601,US,US/Pacific,KEMT,2019-08-22 15:53:00,78.0,78.0,54.0,29.64,10.0,SW,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777309,Source1,2,2019-08-22 16:28:21,2019-08-22 16:56:36,34.04365,-118.44373,34.04934,-118.44842,0.476,At CA-2/Santa Monica Blvd/Exit 55A - Accident.,I-405 N,Los Angeles,Los Angeles,CA,90025,US,US/Pacific,KSMO,2019-08-22 16:51:00,72.0,72.0,76.0,29.57,10.0,SW,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777310,Source1,2,2019-08-22 15:53:07,2019-08-22 16:22:31,32.698094,-117.12072,32.70395,-117.12061,0.405,At Ocean View Blvd - Accident.,CA-15 N,San Diego,San Diego,CA,92113,US,US/Pacific,KSAN,2019-08-22 15:51:00,70.0,70.0,71.0,29.78,10.0,S,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777311,Source1,3,2019-08-22 16:20:01,2019-08-22 16:49:27,33.93807,-118.09818,33.94398,-118.09508,0.445,At I-5/Santa Ana Fwy - Accident.,San Gabriel River Fwy N,Downey,Los Angeles,CA,90241,US,US/Pacific,KLGB,2019-08-22 15:53:00,73.0,73.0,64.0,29.7,10.0,SSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777312,Source1,2,2019-08-22 16:57:29,2019-08-22 17:27:02,34.131053,-118.349193,34.13637,-118.36072,0.755,Between Barham Blvd and Universal Center Dr - Accident.,Hollywood Fwy N,Los Angeles,Los Angeles,CA,90068,US,US/Pacific,KBUR,2019-08-22 16:53:00,81.0,81.0,52.0,28.92,10.0,S,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777313,Source1,2,2019-08-22 16:46:15,2019-08-22 17:15:54,34.013168,-117.344152,34.00165,-117.35187,0.91,At Columbia Ave - Accident.,I-215 S,Riverside,Riverside,CA,92501,US,US/Pacific,KRAL,2019-08-22 16:53:00,87.0,87.0,39.0,28.87,10.0,W,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777314,Source1,3,2019-08-22 17:09:28,2019-08-22 17:38:28,34.258249,-117.291374,34.253809999999994,-117.30286,0.7240000000000001,At Camp Seely - Accident., State Highway 138,Crestline,San Bernardino,CA,92325,US,US/Pacific,KSBD,2019-08-22 16:52:00,97.0,97.0,17.0,28.51,10.0,WSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777315,Source1,2,2019-08-22 17:07:14,2019-08-22 17:36:02,34.03693,-118.43877,34.02559,-118.42918,0.957,At I-10/Santa Monica Fwy - Accident.,San Diego Fwy S,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,2019-08-22 16:51:00,72.0,72.0,76.0,29.57,10.0,SW,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777316,Source1,2,2019-08-22 17:31:13,2019-08-22 18:00:19,33.87215,-118.34159,33.87889000000001,-118.3464,0.541,Between CA-91/Artesia Blvd/Exit 40 and Redondo Beach Blvd/Exit 40B - Accident.,I-405 N,Torrance,Los Angeles,CA,90504,US,US/Pacific,KHHR,2019-08-22 17:53:00,73.0,73.0,66.0,29.7,10.0,WSW,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777317,Source1,2,2019-08-22 17:52:10,2019-08-22 18:21:36,33.88874000000001,-118.35845,33.8844,-118.35239,0.459,Between Inglewood Ave/Exit 42B and CA-107/Hawthorne Blvd/Exit 42A - Accident.,San Diego Fwy S,Lawndale,Los Angeles,CA,90260,US,US/Pacific,KHHR,2019-08-22 17:53:00,73.0,73.0,66.0,29.7,10.0,WSW,8.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777318,Source1,2,2019-08-22 17:37:14,2019-08-22 18:05:30,36.987811,-121.944494,36.98785,-121.942883,0.08900000000000001,At Soquel Dr - Accident. Lane blocked., Hardin Way,Soquel,Santa Cruz,CA,95073,US,US/Pacific,KWVI,2019-08-22 17:53:00,68.0,68.0,70.0,29.59,9.0,SE,12.0,0.0,Fair,False,False,True,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day
A-7777319,Source1,2,2019-08-22 17:37:14,2019-08-22 18:05:30,36.98785,-121.942883,36.987811,-121.944494,0.08900000000000001,At Soquel Dr - Accident. Lane blocked., Soquel Dr,Soquel,Santa Cruz,CA,95073-2826,US,US/Pacific,KWVI,2019-08-22 17:53:00,68.0,68.0,70.0,29.59,9.0,SE,12.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-7777320,Source1,2,2019-08-22 18:12:24,2019-08-22 18:41:06,33.87533,-118.10443,33.87146,-118.10081,0.339,Ramp to CA-91/Artesia Fwy - Accident., Artesia Blvd,Cerritos,Los Angeles,CA,90703-2627,US,US/Pacific,KFUL,2019-08-22 17:53:00,74.0,74.0,59.0,29.66,10.0,SSW,9.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777321,Source1,2,2019-08-22 18:12:24,2019-08-22 18:41:06,33.87654000000001,-118.10733,33.87533,-118.10443,0.18600000000000005,Ramp to I-605 - Accident.,Artesia Fwy E,Cerritos,Los Angeles,CA,90703,US,US/Pacific,KFUL,2019-08-22 17:53:00,74.0,74.0,59.0,29.66,10.0,SSW,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777322,Source1,2,2019-08-22 18:16:53,2019-08-22 18:46:26,35.43942,-119.08196,35.43001,-119.07172,0.8690000000000001,At CA-65 - Accident.,CA-99 S,Bakersfield,Kern,CA,93308,US,US/Pacific,KBFL,2019-08-22 17:54:00,95.0,95.0,24.0,29.16,10.0,NNW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777323,Source1,2,2019-08-22 19:11:31,2019-08-22 19:39:25,34.072590000000005,-118.06011,34.07236,-118.07545,0.878,Between Temple City Blvd/Exit 27 and CA-19/Rosemead Blvd/Exit 26B - Accident.,I-10 W,El Monte,Los Angeles,CA,91731,US,US/Pacific,KEMT,2019-08-22 18:53:00,71.0,71.0,66.0,29.67,10.0,SW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777324,Source1,2,2019-08-22 18:14:31,2019-08-22 18:43:22,33.070099,-117.069339,33.07697,-117.07041,0.479,Between Via Rancho Pky and South Centre City Pky - Accident.,Escondido Fwy N,Escondido,San Diego,CA,92025,US,US/Pacific,KRNM,2019-08-22 17:53:00,79.0,79.0,47.0,28.33,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
